,Unnamed: 0,Unnamed: 0.1,index,city,gu,dong,park_name,park_type,park_area,park_exercise_facility,park_entertainment_facility,park_benefit_facility,park_cultural_facitiy,park_facility_other,park_open_year,reference_date,name,id,name_1,id_1,lat,lng
261,265,265,474,서울특별시,성동구,하왕십리동,미소,어린이공원,3411.0,체력단련시설 1개소 6개,"""놀이대 2개소, 모래밭 1개소""",없음,없음,없음,1974.0,2018-08-13,하왕십리동 미소 어린이공원,서울 성동구 하왕십리동 1055,하왕십리동 미소,서울 성동구 하왕십리동 1055,37.5600171355306,127.023454234125
262,266,266,475,서울특별시,성동구,응봉동,응삼,어린이공원,1646.7,체력단련시설 1개소 2개,"""조합놀이대 1개소, 그네 1개소, 미끄럼틀 1개소""",없음,없음,없음,1975.0,2018-08-13,응봉동 응삼 어린이공원,서울 성동구 응봉동 15-1,응봉동 응삼,no,37.554640038672105,127.035202079802
263,267,267,476,서울특별시,성동구,마장동,보람,어린이공원,823.3,없음,"""조합놀이대 1개소, 시소 1개소""",없음,없음,없음,2000.0,2018-08-13,마장동 보람 어린이공원,서울 성동구 고산자로24길 18,마장동 보람,서울 성동구 고산자로24길 18,37.569637420601104,127.03940458968201
264,268,268,477,서울특별시,성동구,홍익동,도선,어린이공원,2332.5,체력단련시설 1개소 7개,조합놀이대 1개소,없음,없음,없음,2005.0,2018-08-13,홍익동 도선 어린이공원,서울 성동구 무학로8길 8,홍익동 도선,서울 성동구 왕십리로30길 17,37.56550341894621,127.03147740147399
265,269,269,478,서울특별시,성동구,행당동,살구골,어린이공원,1573.9,체력단련시설 1개소 3개,,없음,없음,없음,2004.0,2018-08-13,행당동 살구골 어린이공원,no,행당동 살구골,no,,
266,270,270,479,서울특별시,성동구,행당동,전관원,어린이공원,4760.0,체력단련시설 1개소 4개,"""시소 1개, 기타 4개""",없음,없음,없음,2008.0,2018-08-13,행당동 전관원 어린이공원,서울 성동구 행당동 90-2,행당동 전관원,서울 성동구 행당동 90-2,37.554126418447105,127.039897091388
267,271,271,480,서울특별시,성동구,송정동,장미,소공원,485.4,체력단련시설 1개소 5개,없음,없음,없음,없음,2006.0,2018-08-13,송정동 장미 소공원,서울 성동구 송정동,송정동 장미,서울 성동구 송정동,37.554532258626104,127.06956907208901
268,272,272,481,서울특별시,성동구,옥수동,옥정,소공원,711.76,체력단련시설 1개소 4개,없음,없음,없음,없음,2006.0,2018-08-13,옥수동 옥정 소공원,서울 성동구 한림말길 11,옥수동 옥정,서울 성동구 한림말길 11,37.5416703705205,127.012983234555
269,273,273,482,서울특별시,성동구,옥수동,매봉,소공원,2006.7,체력단련시설 1개소 4개,없음,없음,없음,없음,2006.0,2018-08-13,옥수동 매봉 소공원,서울 성동구 옥수동 561-1,옥수동 매봉,서울 성동구 옥수동,37.5451716831483,127.011854074049
270,274,274,483,서울특별시,성동구,하왕십리동,왕십리 KCC스위첸,소공원,1514.1,체력단련시설 2개소 5개,없음,없음,없음,없음,2010.0,2018-08-13,하왕십리동 왕십리 KCC스위첸 소공원,서울 성동구 무학봉길 35,하왕십리동 왕십리 KCC스위첸,서울 성동구 무학봉길 35,37.5606055683506,127.026874753169
271,275,275,484,서울특별시,성동구,성수동1가,트리마제,소공원,2762.8,없음,없음,없음,없음,없음,2012.0,2018-08-13,성수동1가 트리마제 소공원,서울 성동구 왕십리로 16,성수동1가 트리마제,서울 성동구 왕십리로 16,37.5392578661678,127.044671518265
272,276,276,485,서울특별시,성동구,하왕십리동,하왕1-5구역,소공원,1451.1,체력단련시설 1개소,없음,없음,없음,없음,2007.0,2018-08-13,하왕십리동 하왕1-5구역 소공원,no,하왕십리동 하왕1-5구역,no,,
273,277,277,486,서울특별시,성동구,행당동,행당4구역,소공원,1235.0,없음,없음,없음,없음,없음,2003.0,2018-08-13,행당동 행당4구역 소공원,no,행당동 행당4구역,no,,
274,278,278,487,서울특별시,강북구,우이동,무너미,어린이공원,380.0,,조합놀이대 시소,,,,,2018-08-01,우이동 무너미 어린이공원,서울 강북구 수유동 281-2,우이동 무너미,서울 강북구 수유동 281-2,37.6460674113204,127.012739296661
275,279,279,488,서울특별시,강북구,우이동,솔밭근린공원,근린공원,34955.0,배드민턴장,조합놀이대 그네 흔들놀이,화장실,야외무대 장기바둑쉼터 놀이마당,바닥분수,1996.0,2018-08-01,우이동 솔밭근린공원 근린공원,서울 강북구 삼양로 561,우이동 솔밭근린공원,서울 강북구 삼양로 561,37.6530130524054,127.012254108248
276,280,280,489,서울특별시,강북구,미아동,벽오산,어린이공원,1250.0,,조합놀이대 시소,,,,1968.0,2018-08-01,미아동 벽오산 어린이공원,서울 강북구 미아동 258-56,미아동 벽오산,서울 강북구 미아동 258-56,37.6276344820719,127.030239916236
277,281,281,490,서울특별시,강북구,미아동,한 빛,어린이공원,1192.1,,조합놀이대 그네,화장실,,,1964.0,2018-08-01,미아동 한 빛 어린이공원,서울 강북구 미아동,미아동 한 빛,no,37.6270831294022,127.02706077667901
278,282,282,491,서울특별시,강북구,미아동,운 산,어린이공원,995.1,,조합놀이대 그네 흔들놀이,화장실,,,1964.0,2018-08-01,미아동 운 산 어린이공원,서울 강북구 미아동 165-3,미아동 운 산,no,37.632095647814396,127.02557329050501
279,283,283,492,서울특별시,강북구,미아동,으 뜸,어린이공원,681.0,,조합놀이대 시소 흔들놀이,,,,1964.0,2018-08-01,미아동 으 뜸 어린이공원,서울 강북구 미아동 309-43,미아동 으 뜸,no,37.62368923481,127.02611447857099
280,284,284,493,서울특별시,강북구,미아동,세 일,어린이공원,839.7,,조합놀이대 그네 시소,,,,1964.0,2018-08-01,미아동 세 일 어린이공원,서울 강북구 덕릉로30길 30,미아동 세 일,no,,
281,285,285,494,서울특별시,강북구,미아동,북한산 도시자연공원,기타,128341.0,배드민턴장 게이트볼장 족구장,그네 회전놀이 조합놀이대,화장실,,유아숲체험원,1971.0,2018-08-01,미아동 북한산 도시자연공원 기타,서울 성북구 정릉4동 산 1-314,미아동 북한산 도시자연공원,서울 성북구 정릉4동 산 1-314,,
282,286,286,495,서울특별시,강북구,번동,오동근린공원,근린공원,1346557.0,"""실내배드민턴장, 구민운동장, 다목적체육관, 골프연습장""",조합놀이대 그네 흔들놀이,화장실 약수터 주차장,도서관,유아숲체험장,1982.0,2018-08-01,번동 오동근린공원 근린공원,서울 강북구 번동 산 20-1,번동 오동근린공원,서울 강북구 번동 산 20-1,37.6292422588766,127.033052305279
283,287,287,496,서울특별시,강동구,고덕동,송림공원,근린공원,11491.0,"""배드민턴장, 체력단련기구""",,음수대,,,1982.0,2018-08-17,고덕동 송림공원 근린공원,서울 강동구 고덕로 지하 253,고덕동 송림공원,서울 강동구 고덕로 지하 253,37.5550473189056,127.15394941502
284,288,288,497,서울특별시,강동구,상일동,상일공원,근린공원,9704.0,체력단련기구,,,,,1982.0,2018-08-17,상일동 상일공원 근린공원,서울 강동구 상암로79가길 3,상일동 상일공원,서울 강동구 상암로79가길 3,37.5469959300705,127.16738107141701
285,289,289,498,서울특별시,강동구,암사동,암사동공원,소공원,1022.0,,,,,,1999.0,2018-08-17,암사동 암사동공원 소공원,서울 강동구 암사동 167-8,암사동 암사동공원,서울 강동구 암사동 167-8,37.5592565033012,127.126738630891
286,290,290,499,서울특별시,강동구,강일동,다솜공원,어린이공원,3125.0,,"""조합놀이대, 시소, 흔들놀이""",,,,2003.0,2018-08-17,강일동 다솜공원 어린이공원,서울 강동구 강일동 667-4,강일동 다솜공원,서울 강동구 강일동 667-4,37.5687566065495,127.174478983841
287,291,291,500,서울특별시,강동구,강일동,꽃보라공원,어린이공원,3185.0,,"""조합놀이대, 흔들놀이""",,,,2003.0,2018-08-17,강일동 꽃보라공원 어린이공원,서울 강동구 강일동 316-10,강일동 꽃보라공원,서울 강동구 강일동 316-10,37.5653025474977,127.17551599348499
288,292,292,501,서울특별시,강동구,강일동,윤슬공원,어린이공원,2591.0,,"""조합놀이대, 그네, 흔들놀이""",,,,2003.0,2018-08-17,강일동 윤슬공원 어린이공원,서울 강동구 강일동 685-4,강일동 윤슬공원,서울 강동구 강일동 685-4,37.562848511232794,127.177801201899
289,293,293,502,서울특별시,강동구,강일동,꿈터공원,어린이공원,1804.0,,"""조합놀이대, 시소, 흔들놀이""",,,,2003.0,2018-08-17,강일동 꿈터공원 어린이공원,no,강일동 꿈터공원,no,,
290,294,294,503,서울특별시,강동구,강일동,강일공원,근린공원,34591.6,체력단련기구,,,,,2004.0,2018-08-17,강일동 강일공원 근린공원,서울 강동구 강일동 342-1,강일동 강일공원,서울 강동구 강일동 342-1,37.5705715679806,127.17672133099701
291,295,295,504,서울특별시,강동구,강일동,벌말공원,근린공원,86205.7,체력단련기구,,먹는물공동시설,,관리사무소,2004.0,2018-08-17,강일동 벌말공원 근린공원,서울 강동구 강일동,강일동 벌말공원,서울 강동구 강일동,37.564944692054,127.173919661642
292,296,296,505,서울특별시,강동구,강일동,강덕공원,근린공원,46699.6,"""배드민턴장, 체력단련기구""",,,,,2005.0,2018-08-17,강일동 강덕공원 근린공원,no,강일동 강덕공원,no,,
293,297,297,506,서울특별시,강동구,강일동,능골공원,근린공원,31464.2,"""농구장, 체력단련기구""",,,,,2005.0,2018-08-17,강일동 능골공원 근린공원,서울 강동구 강일동 736,강일동 능골공원,서울 강동구 강일동 736,37.5564654271634,127.174526035703
294,298,298,507,서울특별시,강동구,강일동,구름공원,어린이공원,1540.0,,"""조합놀이대, 그네, 흔들놀이""",,,,2005.0,2018-08-17,강일동 구름공원 어린이공원,서울 강동구 상일동 67-4,강일동 구름공원,서울 강동구 상일동 67-4,,
295,299,299,508,서울특별시,강동구,둔촌동,일자산공원,근린공원,632733.0,"""농구장, 배드민턴장, 체력단련기구""",숲속놀이터,"""주차장, 화장실, 음수대, 먹는물공동시설, 시계탑""",,"""관리사무소, 캠핑장""",1971.0,2018-08-17,둔촌동 일자산공원 근린공원,서울 강동구 둔촌동 산 125,둔촌동 일자산공원,서울 강동구 둔촌동 산 125,37.5313902429999,127.150739845797
296,300,300,509,서울특별시,강동구,상일동,명일공원,근린공원,649709.6,"""테니스장, 배드민턴장, 골프연습장, 체력단련기구""",조합놀이대,"""간이화장실, 음수대, 먹는물공동시설""",문화회관,,1971.0,2018-08-17,상일동 명일공원 근린공원,서울 강동구 상일동 135,상일동 명일공원,서울 강동구 상일동 135,37.5517582803975,127.164598403887
297,301,301,510,서울특별시,강동구,길동,달님공원,어린이공원,998.6,체력단련기구,"""조합놀이대, 흔들놀이, 모래놀이터""",음수대,,,1972.0,2018-08-17,길동 달님공원 어린이공원,서울 강동구 양재대로112길 52,길동 달님공원,서울 강동구 양재대로112길 52,37.5362103810545,127.142567525944
298,302,302,511,서울특별시,강동구,길동,무궁화공원,어린이공원,996.3,체력단련기구,"""조합놀이대, 모래놀이터""",음수대,,,1972.0,2018-08-17,길동 무궁화공원 어린이공원,서울 강동구 양재대로124길 62,길동 무궁화공원,서울 강동구 양재대로124길 62,37.5423712001577,127.145403794028
299,303,303,512,서울특별시,강동구,길동,희망공원,어린이공원,992.4,체력단련기구,"""조합놀이대, 그네, 모래놀이터""",음수대,,,1972.0,2018-08-17,길동 희망공원 어린이공원,서울 강동구 길동 365-6,길동 희망공원,서울 강동구 길동 365-6,37.539046985447705,127.142279306228
300,304,304,513,서울특별시,강동구,길동,성심공원,어린이공원,992.3,체력단련기구,"""조합놀이대, 그네""",,,,1972.0,2018-08-17,길동 성심공원 어린이공원,서울 강동구 천중로40길 66,길동 성심공원,서울 강동구 천중로40길 66,37.538314580661,127.13739470030899
301,305,305,514,서울특별시,강동구,상일동,미리내공원,어린이공원,4286.2,"""운동장, 농구장""",,,,,1980.0,2018-08-17,상일동 미리내공원 어린이공원,no,상일동 미리내공원,no,,
302,306,306,515,서울특별시,강동구,상일동,동자공원,어린이공원,1520.8,체력단련기구,,,,,1980.0,2018-08-17,상일동 동자공원 어린이공원,서울 강동구 고덕1동 648,상일동 동자공원,서울 강동구 고덕1동 648,37.5597273396652,127.152441303478
303,307,307,516,서울특별시,강동구,상일동,게내공원,어린이공원,1500.0,체력단련기구,모래놀이터,음수대,,,1980.0,2018-08-17,상일동 게내공원 어린이공원,no,상일동 게내공원,no,,
304,308,308,517,서울특별시,강동구,상일동,까치공원,어린이공원,1965.8,"""농구장, 체력단련기구""","""조합놀이대, 그네""",,,,1980.0,2018-08-17,상일동 까치공원 어린이공원,서울 강동구 고덕동 493,상일동 까치공원,서울 강동구 고덕동 493,37.5569884621897,127.14971758575001
305,309,309,518,서울특별시,강동구,상일동,하늬공원,어린이공원,2233.2,,"""조합놀이대, 그네, 흔들놀이, 모래놀이터""",음수대,,,1980.0,2018-08-17,상일동 하늬공원 어린이공원,서울 강동구 상일동 175,상일동 하늬공원,서울 강동구 상일동 175,37.5461206915534,127.159711338119
306,310,310,568,서울특별시,은평구,불광동,새장골어린이공원,어린이공원,992.0,,"""조합놀이대1, 그네1, 시소2, 흔들놀이3, 모래놀이시설6㎡""",화장실,,,1965.0,2018-02-14,불광동 새장골어린이공원 어린이공원,서울 은평구 연서로37가길 10-12,불광동 새장골어린이공원,서울 은평구 연서로37가길 10-12,37.6251324246025,126.926192781411
307,311,311,569,서울특별시,은평구,대조동,대조어린이공원,어린이공원,4176.9,,"""조합놀이대1, 흔들놀이4, 모래놀이시설60㎡""",화장실,,,1965.0,2018-02-14,대조동 대조어린이공원 어린이공원,서울 은평구 연서로22길 9-30,대조동 대조어린이공원,서울 은평구 연서로22길 9-30,37.6153707637681,126.919572630744
308,312,312,570,서울특별시,은평구,갈현동,길마어린이공원,어린이공원,1596.7,,"""조합놀이대1, 유아용조합놀이대1, 그네2, 시소2, 흔들놀이3, 회전놀이5""",화장실,,,1965.0,2018-02-14,갈현동 길마어린이공원 어린이공원,서울 은평구 갈현동,갈현동 길마어린이공원,서울 은평구 갈현동,37.6198652831794,126.914367182376
309,313,313,571,서울특별시,은평구,갈현동,좌월어린이공원,어린이공원,1398.3,,"""조합놀이대1, 유아용조합놀이대1, 그네1, 시소1, 흔들말2""",화장실,,,1965.0,2018-02-14,갈현동 좌월어린이공원 어린이공원,서울 은평구 갈현로25길 11-8,갈현동 좌월어린이공원,서울 은평구 갈현로25길 11-8,37.6170942717429,126.913224781009
310,314,314,572,서울특별시,은평구,갈현동,박석어린이공원,어린이공원,856.9,,"""조합놀이대1, 그네1, 흔들놀이2, 까꿍놀이대1""",화장실,,,1965.0,2018-02-14,갈현동 박석어린이공원 어린이공원,서울 은평구 통일로89길 18-14,갈현동 박석어린이공원,서울 은평구 통일로89길 18-14,37.6250844332942,126.918439572895
311,315,315,573,서울특별시,은평구,녹번동,새록어린이공원,어린이공원,956.0,,"""조합놀이대1, 그네1, 시소2""",화장실,,,1967.0,2018-02-14,녹번동 새록어린이공원 어린이공원,서울 은평구 은평로13길 35,녹번동 새록어린이공원,서울 은평구 은평로13길 35,37.603934747641894,126.923872126609
312,316,316,574,서울특별시,은평구,녹번동,신록어린이공원,어린이공원,469.0,,"""조합놀이대1, 흔들놀이3""",,,,1967.0,2018-02-14,녹번동 신록어린이공원 어린이공원,서울 은평구 녹번동 20-6,녹번동 신록어린이공원,서울 은평구 녹번동 20-6,37.6051629764554,126.938211660321
313,317,317,575,서울특별시,은평구,응암동,응암어린이공원,어린이공원,992.1,,"""조합놀이대1, 유아용조합놀이대1""",화장실,,,1967.0,2018-02-14,응암동 응암어린이공원 어린이공원,서울 은평구 은평로11길 10,응암동 응암어린이공원,서울 은평구 은평로11길 10,37.601721243115,126.923528536852
314,318,318,576,서울특별시,은평구,응암동,포수동어린이공원,어린이공원,987.8,,"""조합놀이대1, 그네1, 시소1, 흔들놀이3, 별자리지붕게임형운동시설1, 모래놀이시설15㎡""",화장실,,,1967.0,2018-02-14,응암동 포수동어린이공원 어린이공원,서울 은평구 응암동,응암동 포수동어린이공원,서울 은평구 응암동,37.5963272964127,126.924109745075
315,319,319,577,서울특별시,은평구,응암동,참다래어린이공원,어린이공원,954.4,,"""조합놀이대1, 그네1, 시소1, 흔들놀이5, 모래놀이시설14㎡""",화장실,,,1967.0,2018-02-14,응암동 참다래어린이공원 어린이공원,서울 은평구 응암로25길 8,응암동 참다래어린이공원,서울 은평구 응암로25길 8,37.5952985005334,126.91733703928301
316,320,320,578,서울특별시,은평구,역촌동,역마을어린이공원,어린이공원,949.1,,"""조합놀이대1, 그네1, 흔들놀이대2, 모래놀이시설12㎡""",화장실,,,1967.0,2018-02-14,역촌동 역마을어린이공원 어린이공원,서울 은평구 진흥로1길 9,역촌동 역마을어린이공원,서울 은평구 진흥로1길 9,37.601183170674204,126.918675057835
317,321,321,579,서울특별시,은평구,역촌동,역말어린이공원,어린이공원,966.3,,"""조합놀이대1, 유아조합놀이대1, 흔들놀이대2, 그네1, 시소1, 모래놀이시설27㎡""",화장실,,,1967.0,2018-02-14,역촌동 역말어린이공원 어린이공원,서울 은평구 갈현로14길 32,역촌동 역말어린이공원,서울 은평구 갈현로14길 32,37.6069167334022,126.914252356308
318,322,322,580,서울특별시,은평구,역촌동,인조유기비어린이공원,어린이공원,1256.9,,조합놀이대1,,,,1967.0,2018-02-14,역촌동 인조유기비어린이공원 어린이공원,서울 은평구 역촌동 8-11,역촌동 인조유기비어린이공원,서울 은평구 역촌동 8-11,37.608675013224605,126.91651292479601
319,323,323,581,서울특별시,은평구,갈현동,궁말어린이공원,어린이공원,1190.0,,"""조합놀이대1, 요술 거울5, 흔들놀이2, 모래놀이시설35㎡""",,,,1967.0,2018-02-14,갈현동 궁말어린이공원 어린이공원,서울 은평구 갈현동 327-21,갈현동 궁말어린이공원,서울 은평구 갈현동 327-21,37.6169047334631,126.908958935314
320,324,324,582,서울특별시,은평구,신사동,새락골어린이공원,어린이공원,994.0,,"""조합놀이대1, 그네1, 시소2, 흔들놀이2""",화장실,,,1967.0,2018-02-14,신사동 새락골어린이공원 어린이공원,서울 은평구 은평로3가길 34,신사동 새락골어린이공원,서울 은평구 은평로3가길 34,37.598954773189604,126.911325088974
321,325,325,583,서울특별시,은평구,신사동,신흥어린이공원,어린이공원,937.9,,"""조합놀이대1, 시소2, 그네1, 흔들놀이1, 모래놀이시설10㎡""",화장실,,,1967.0,2018-02-14,신사동 신흥어린이공원 어린이공원,서울 은평구 증산로21길 25,신사동 신흥어린이공원,서울 은평구 증산로21길 25,37.5959470097609,126.911946353248
322,326,326,584,서울특별시,은평구,증산동,시루뫼어린이공원,어린이공원,999.6,,"""조합놀이대1, 유아용조합놀이대1, 그네2, 흔들놀이2""",화장실,,,1968.0,2018-02-14,증산동 시루뫼어린이공원 어린이공원,서울 은평구 증산로5길 13,증산동 시루뫼어린이공원,서울 은평구 증산로5길 13,37.5830336439884,126.90657332014099
323,327,327,585,서울특별시,은평구,증산동,까치어린이공원,어린이공원,1005.0,,"""조합놀이대1, 유아용조합놀이대1, 그네1, 흔들놀이3""",화장실,,,1968.0,2018-02-14,증산동 까치어린이공원 어린이공원,no,증산동 까치어린이공원,no,,
324,328,328,586,서울특별시,은평구,역촌동,연서어린이공원,어린이공원,956.0,,"""조합놀이대1, 그네1, 시소2, 흔들놀이2""",화장실,,,1968.0,2018-02-14,역촌동 연서어린이공원 어린이공원,서울 은평구 연서로6길 8-1,역촌동 연서어린이공원,서울 은평구 연서로6길 8-1,37.604138637977,126.916664876239
325,329,329,587,서울특별시,은평구,갈현동,서갈현어린이공원,어린이공원,1532.2,,"""조합놀이대1, 암벽조합놀이대1, 흔들놀이2, 모래놀이시설12㎡""",화장실,,,1971.0,2018-02-14,갈현동 서갈현어린이공원 어린이공원,서울 은평구 갈현로35길 12-8,갈현동 서갈현어린이공원,서울 은평구 갈현로35길 12-8,37.62137469301229,126.915723823202
326,330,330,588,서울특별시,은평구,응암동,응암4동어린이공원,어린이공원,1526.0,,조합놀이대1,,,,1976.0,2018-02-14,응암동 응암4동어린이공원 어린이공원,서울 은평구 응암동 742-9,응암동 응암4동어린이공원,서울 은평구 응암동 742-9,37.583311547117,126.91609869790301
327,331,331,589,서울특별시,은평구,구산동,역촌근린공원,근린공원,52500.0,배드민턴장1,,,,,1977.0,2018-02-14,구산동 역촌근린공원 근린공원,서울 은평구 갈현로14길 32,구산동 역촌근린공원,서울 은평구 갈현로14길 32,37.6069167334022,126.914252356308
328,332,332,590,서울특별시,은평구,구산동,구산근린공원,근린공원,32300.0,,,,,,1977.0,2018-02-14,구산동 구산근린공원 근린공원,서울 은평구 구산동 47,구산동 구산근린공원,서울 은평구 구산동 47,,
329,333,333,591,서울특별시,은평구,갈현동,갈곡리어린이공원,어린이공원,1738.7,,"""조합놀이대2, 시소1, 그네1, 흔들말2""",화장실,야외무대1,,1978.0,2018-02-14,갈현동 갈곡리어린이공원 어린이공원,서울 은평구 갈현로41길 3,갈현동 갈곡리어린이공원,서울 은평구 갈현로41길 3,37.6238888205083,126.91663003294701
330,334,334,592,서울특별시,은평구,증산동,분토골어린이공원,어린이공원,996.0,,"""조합놀이대1, 그네1, 흔들놀이2, 모래놀이시설37㎡""",화장실,,,1978.0,2018-02-14,증산동 분토골어린이공원 어린이공원,서울 은평구 증산로11길 5,증산동 분토골어린이공원,서울 은평구 증산로11길 5,37.5868335148562,126.91187636332701
331,335,335,593,서울특별시,은평구,녹번동,녹번1-3지구 어린이공원,어린이공원,5226.0,,"""조합놀이대, 모래밭, 시소, 정글집""",,,,2004.0,2018-02-14,녹번동 녹번1-3지구 어린이공원 어린이공원,no,녹번동 녹번1-3지구 어린이공원,no,,
332,336,336,594,서울특별시,은평구,응암동,백련근린공원<시공원>,근린공원,316918.0,배드민턴장6,"""조합놀이대1, 기타4""","""주차장1, 화장실1, (간이)화장실1""",기타4,,1989.0,2018-02-14,응암동 백련근린공원<시공원> 근린공원,no,응암동 백련근린공원<시공원>,no,,
333,337,337,595,서울특별시,은평구,신사동,신사동공공공지,기타,1848.0,,,,,,1990.0,2018-02-14,신사동 신사동공공공지 기타,서울 은평구 신사동 163-51,신사동 신사동공공공지,서울 은평구 신사동 163-51,37.5900582670003,126.908224995108
334,338,338,596,서울특별시,은평구,녹번동,호연어린이공원,어린이공원,528.0,,"""조합놀이대1, 시소1, 흔들놀이2""",,,,1991.0,2018-02-14,녹번동 호연어린이공원 어린이공원,서울 은평구 녹번동 95-44,녹번동 호연어린이공원,서울 은평구 녹번동 95-44,37.6055221811345,126.93101992817301
335,339,339,597,서울특별시,은평구,녹번동,녹번서근린공원,근린공원,29945.0,,,"""주차장3, (간이)화장실1""","""문화회관1, 야외음악당1""",관리사무소1,1991.0,2018-02-14,녹번동 녹번서근린공원 근린공원,서울 은평구 은평로21길 54,녹번동 녹번서근린공원,서울 은평구 은평로21길 54,37.60391764892871,126.92851458024799
336,340,340,598,서울특별시,은평구,녹번동,녹번동근린공원,근린공원,39373.0,,,,,,1991.0,2018-02-14,녹번동 녹번동근린공원 근린공원,서울 은평구 통일로59길 8-19,녹번동 녹번동근린공원,서울 은평구 통일로59길 8-19,37.60601394919679,126.932278020256
337,341,341,599,서울특별시,은평구,신사동,신사근린공원<시공원>,근린공원,111650.0,"""배드민턴장1, 게이트볼장1""",조합놀이대1,화장실1,기타1,관리사무소1,1993.0,2018-02-14,신사동 신사근린공원<시공원> 근린공원,no,신사동 신사근린공원<시공원>,no,,
338,342,342,600,서울특별시,은평구,구산동,봉산도시자연공원<시공원>,기타,1512881.0,"""운동장1, 축구장2, 농구장2, 배구장1, 배드민턴장8, 기타4""","""그네1, 시소2, 조합노이대3, 기타4""","""주차장1, 화장실2""",기타4,관리사무소2,1995.0,2018-02-14,구산동 봉산도시자연공원<시공원> 기타,no,구산동 봉산도시자연공원<시공원>,no,,
339,343,343,601,서울특별시,은평구,진관동,진관근린공원<시공원>,근린공원,1313671.9,"""농구장1, 배드민턴장4""","""조합놀이대1, 기타4""",화장실1,야외무대1,관리사무소1,1995.0,2018-02-14,진관동 진관근린공원<시공원> 근린공원,no,진관동 진관근린공원<시공원>,no,,
340,344,344,602,서울특별시,은평구,진관동,서오릉도시자연공원<시공원>,기타,1082847.0,"""축구장1, 농구장1, 배드민턴장3""",기타7,"""주차장1, 화장실1""","""문화회관2, 야외음악당1, 기타3""",관리사무소1,1995.0,2018-02-14,진관동 서오릉도시자연공원<시공원> 기타,no,진관동 서오릉도시자연공원<시공원>,no,,
341,345,345,603,서울특별시,은평구,불광동,불광근린공원<시공원>,근린공원,131471.0,"""배드민턴장1, 기타1""",,"""주차장2, 화장실(발효식)1""",도서관1,,1997.0,2018-02-14,불광동 불광근린공원<시공원> 근린공원,no,불광동 불광근린공원<시공원>,no,,
342,346,346,604,서울특별시,은평구,진관동,향림근린공원<시공원>,근린공원,253629.0,"""운동장1, 테니스장1, 축구장1, 배드민턴장2""",기타1,"""주차장, 화장실2""",기타23,관리사무소3,1998.0,2018-02-14,진관동 향림근린공원<시공원> 근린공원,no,진관동 향림근린공원<시공원>,no,,
343,347,347,605,서울특별시,은평구,녹번동,북한산도시자연공원<시공원>,기타,730342.0,"""배드민턴장1, 게이트볼장1, 기타2""",조합놀이대1,화장실1,기타2,관리사무소1,2000.0,2018-02-14,녹번동 북한산도시자연공원<시공원> 기타,no,녹번동 북한산도시자연공원<시공원>,no,,
344,348,348,606,서울특별시,은평구,수색동,수색마을마당,기타,387.0,,유아용조합놀이대1,,,,2000.0,2018-02-14,수색동 수색마을마당 기타,no,수색동 수색마을마당,no,,
345,349,349,607,서울특별시,은평구,역촌동,역촌동마을마당,기타,230.1,,,,,,2001.0,2018-02-14,역촌동 역촌동마을마당 기타,서울 은평구 역촌동 2-108,역촌동 역촌동마을마당,서울 은평구 역촌동 2-108,37.608393278683295,126.919502565947
346,350,350,608,서울특별시,은평구,불광동,불광어린이공원,어린이공원,496.0,,"""조합놀이대1, 그네1""",,,,2001.0,2018-02-14,불광동 불광어린이공원 어린이공원,서울 은평구 불광동,불광동 불광어린이공원,서울 은평구 불광동,37.6176523268171,126.937059476367
347,351,351,609,서울특별시,은평구,역촌동,역촌2동마을마당,기타,395.7,,"""유아용조합놀이대1, 네트놀이대1, 석탑2, 돌기둥3, 모래놀이터1""",,,,2003.0,2018-02-14,역촌동 역촌2동마을마당 기타,서울 은평구 역촌동 62-21,역촌동 역촌2동마을마당,서울 은평구 역촌동 62-21,37.6046540991958,126.915279733199
348,352,352,610,서울특별시,은평구,대조동,대조동청사옆마을마당,기타,130.3,,,,,,2004.0,2018-02-14,대조동 대조동청사옆마을마당 기타,no,대조동 대조동청사옆마을마당,no,,
349,353,353,611,서울특별시,은평구,응암동,다래어린이공원,어린이공원,584.9,,"""조합놀이대1, 그네1, 유아용조합놀이대1, 흔들놀이2""",,,,2004.0,2018-02-14,응암동 다래어린이공원 어린이공원,서울 은평구 응암동 751-22,응암동 다래어린이공원,서울 은평구 응암동 751-22,37.5871446246081,126.91904279164801
350,354,354,612,서울특별시,은평구,구산동,구산동마을공원,기타,2811.0,,"""조합놀이대1, 모래놀이터1, 파이프놀이대3""",화장실,,,2005.0,2018-02-14,구산동 구산동마을공원 기타,서울 은평구 구산동,구산동 구산동마을공원,서울 은평구 구산동,37.6117570303253,126.910376186527
351,355,355,613,서울특별시,은평구,구산동,구현초교앞마을마당,기타,541.0,,,화장실,,,2006.0,2018-02-14,구산동 구현초교앞마을마당 기타,서울 은평구 구산동 173-23,구산동 구현초교앞마을마당,서울 은평구 구산동 173-23,37.60857581972579,126.907229850141
352,356,356,614,서울특별시,은평구,구산동,구산초교앞마을마당,기타,135.0,,조형물1,,,,2006.0,2018-02-14,구산동 구산초교앞마을마당 기타,서울 은평구 갈현동 526-6,구산동 구산초교앞마을마당,서울 은평구 갈현동 526-6,37.615020202615796,126.910339537052
